NAME,P_201101,P_201201,P_201301,P_201401,P_201501,P_201601,P_201701,P_201801,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,GPM_2012,GPM_2013,GPM_2014,GPM_2015,GPM_2016,GPM_2017,Ops_2012,Ops_2013,Ops_2014,Ops_2015,Ops_2016,Ops_2017,EBIT_2012,EBIT_2013,EBIT_2014,EBIT_2015,EBIT_2016,EBIT_2017,NPM_2012,NPM_2013,NPM_2014,NPM_2015,NPM_2016,NPM_2017,IBD_2012,IBD_2013,IBD_2014,IBD_2015,IBD_2016,IBD_2017,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,DPS_2012,DPS_2013,DPS_2014,DPS_2015,DPS_2016,DPS_2017,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,Payout_2012,Payout_2013,Payout_2014,Payout_2015,Payout_2016,Payout_2017,CAGR_P,CAGR_EPS,CAGR_GPM,CAGR_Ops,CAGR_EBIT,CAGR_NPM,CAGR_IRD,CAGR_ROE,CAGR_ROA,CAGR_DPS,CAGR_BV,CAGR_Payout,sector,sector_code,business_group
TK,8.15,9.75,16.6,8.6,9,9.9,11,15.9,1.42,0.86,0.4,0.82,0.86,0.93,,,,,,,58.72,56.76,77.58,64.58,65.97,65.63,,,,,,,19.44,11.04,5.38,12.03,12.75,12.78,,,,,,,19.34,10.97,4.95,9.83,9.7,10.03,7.78,4.31,2.08,4.79,5.09,5.01,0.8,0.43,0.18,0.4,0.45,0.52,7.6,8.03,7.99,8.63,9.08,9.54,56.34,50,45.45,48.96,52.39,55.67,2.441897433,-8.037301521,,2.249989,,-8.049709218,,-12.31518341,-8.421168373,-8.254943739,4.661012992,-0.236663584,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
TMB,2.38,1.62,1.91,1.94,2.82,2.34,2.16,3.08,0.03,0.13,0.22,0.21,0.19,0.2,,,,,,,94.73,48.03,71.74,61.13,52.17,46.53,,,,,,,4.76,18.37,29.72,26.41,22,21.51,,,,,,,2.3,9.64,14.51,12.77,10.27,10.01,0.18,0.77,1.21,1.13,1.01,1.06,0.03,0.04,0.06,0.06,0.06,0.06,1.32,1.42,1.6,1.75,1.91,2.05,113.79,30.4,27.46,28.12,31.93,30.27,5.922384105,46.8727175,,-13.2541,,35.19640684,,34.15276452,43.21616022,12.70092021,9.26373565,-23.26626611,ธุรกิจการเงิน,3,ธนาคาร
ZMICO,1.8,1.18,1.39,1.3,1.54,1.21,1.46,1.21,0.1,0.12,0.12,0.05,0.17,0.01,,,,,,,85.35,86.85,159.04,-232.92,592.51,122.13,,,,,,,167.86,362.99,143.66,37.44,138.74,3.63,,,,,,,5.6,6.46,6.61,2.51,9.06,0.39,5.01,5.87,6.03,1.94,6.64,0.3,0.06,0.09,0.05,0.09,0.1,0.05,1.75,1.82,1.84,1.79,2.05,1.8,61.86,75,41.32,195.65,57.47,625,4.350412383,-39.28952224,,7.429552,,-53.53839657,,-41.22734379,-42.99930154,-3.5807496,0.644813355,58.81813809,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
A,3.66,3.54,4.2,4.98,5.5,6.05,6.3,6.6,0.12,0.02,0.04,0.22,0.27,0.1,36.85,37.64,32.58,25.61,34.17,33.41,41.2,29.13,10.05,17.34,30.87,29.8,0.46,1.28,1.8,0.36,0.38,0.61,5.27,0.78,1.69,4.01,5.67,1.97,1.62,2,2.9,2.96,2.84,2.75,3.8,0.51,1.44,7.27,8.22,2.94,1.49,0.17,0.39,1.75,2,0.72,0.04,0.03,,0.04,0.05,0.05,3.31,2.92,2.93,3.15,3.38,3.41,33.33,150,,18.18,18.52,50,12.21927472,-3.5807496,-1.941606473,-6.2732,5.970716446,-17.86455231,11.12246826,-5.030738058,-13.42689557,4.563955259,0.588188061,8.44717712,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
AMATA,14.8,13,17.4,12.6,16.1,12,11.5,27,1.41,1.42,2.08,1.14,1.12,1.32,50.2,48.67,51.88,45.37,53.84,53.73,14.93,13.51,22.32,15.52,19.09,17.05,0.21,0.15,0.12,0.13,0.18,0.14,26.75,20.87,30.23,23.52,26.72,31.38,0.8,0.92,0.71,0.6,0.56,0.71,19.67,19.31,24.13,11.43,10.37,11.5,7.19,7.01,10.03,5.11,4.6,5.05,0.55,0.5,0.7,0.46,0.45,0.45,6.91,7.8,9.48,10.47,11.2,11.77,39.01,35.21,33.65,40.35,40.18,34.09,-2.422228001,-1.310496583,1.368293926,2.691126,-8.013483688,3.249599173,-2.232431957,-10.16771995,-6.83820609,-3.933943163,11.22504038,-2.658283292,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
AP,5.85,5,8.6,4.26,5.95,5.55,7.45,9,0.7,0.64,0.83,0.83,0.86,1,34.87,33.77,33.89,34.12,34.37,35.69,15.18,10.33,11.15,15.36,19.76,18.07,0.07,0.11,0.1,0.07,0.05,0.04,12.63,10.07,11.3,11.88,13.34,14.24,0.98,1.1,0.93,0.83,0.76,0.85,18.73,15.09,17.52,15.66,14.58,15.38,7.43,6.3,7.48,7.32,7.31,7.73,0.14,,,0.3,0.3,0.35,4.05,4.45,5.04,5.61,6.17,6.88,19.46,,,35.97,34.92,34.86,8.302193744,7.452254136,0.462886472,3.546942,-13.54013972,2.42839724,-2.814423567,-3.866812318,0.788166781,20.73987859,11.1890462,12.36607325,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
BLAND,0.75,0.71,1.24,1.4,1.56,1.4,1.75,1.77,0.13,0.1,0.06,0.18,0.1,0.07,42.14,33.3,46.54,43.4,32.94,32.94,73.38,34.38,45.94,34.96,30.3,28.49,0.18,0.13,0.18,0.06,0.05,0.05,62.72,48.29,32.63,68.28,28.16,14.53,0.11,0.12,0.06,0.14,0.08,0.08,6.96,4.75,2.59,7.45,3.86,3.86,5.2,3.95,2.01,5.41,2.87,2.87,0.03,0.04,0.08,0.07,0.08,0.08,2.27,2.32,2.31,2.43,2.6,2.6,23.08,39.22,133.33,39.77,82.47,121.21,19.77217605,-12.67871528,-4.807879183,-17.2395,-22.44362571,-25.36457864,-6.856057842,-11.11248087,-11.19349055,21.67286838,2.751772355,39.33930172,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
CCP,3.46,2.48,6.5,4.08,5.7,0.75,0.6,0.52,0.13,0.21,0.07,0.02,0,-0.01,16.37,16.1,14.28,11.45,9.86,7.69,9.94,10.37,11.05,9.62,8.81,7.59,0.33,0.22,0.11,0.26,0.69,8.82,8.48,15.15,6.02,2.24,0.51,-0.96,1.53,0.39,0.33,0.46,0.59,0.65,45.19,47.25,13.23,3.93,0.85,-1.67,8.16,16.06,6.35,1.99,0.41,-0.76,,0.02,0,0.02,0.02,,0.34,0.5,0.13,0.53,0.5,0.48,,8.69,0.72,111.65,500,,-24.70954635,-157.6591046,-14.02429986,-5.25178,93.29637833,-164.7142256,-15.74852094,-151.6798558,-162.2362009,,7.061992011,,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
CI,3.98,3.78,7.2,1.6,2.04,2.26,2.12,1.5,0.14,0.34,-0.03,0.15,0.18,0.02,37.56,33.74,31.65,33.44,29.53,34.01,35.25,29.1,27.33,29.9,31.43,22.3,0.35,-0.36,1.16,0.19,1.02,1.79,5.8,28.81,-1.75,5.1,6.31,0.82,1.3,0.95,1.53,2.48,2.35,2.5,11.96,25.14,-2.14,10.19,11.44,1.28,3.1,7.74,-0.62,2.25,2.25,0.25,0.02,0.08,0.06,0.02,0.05,0.06,1.2,1.8,1.42,1.49,1.66,1.63,14.85,23.81,-175.23,10.55,29.98,285.71,-10.92233748,-31.17660736,-1.970149989,-8.75078,38.46613907,-32.32319762,13.97427814,-36.03048888,-39.77596573,24.32543178,6.301818334,80.64414876,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
CK,9.6,7.6,14.9,14.5,25,28,31.25,26.25,0.34,4.53,1.36,1.29,1.18,1.07,11.67,10.84,9.48,8.38,7.08,7.89,8.03,8.97,8.72,14.57,13.27,7.52,1.64,0.75,0.89,1.22,0.88,1.03,2.79,23.4,6.97,6.28,4.38,5.04,3.33,2.26,2.22,2.63,2.67,1.67,8,61.96,12.87,11.08,9.55,8.05,1.33,12.45,3,2.52,2.13,2.08,0.34,0.39,0.55,0.65,0.5,0.5,4.85,9.77,11.29,12.08,12.68,13.87,100,8.68,40.44,50.39,42.37,46.73,32.68055695,25.66045096,-7.525206355,-1.30379,-8.927653407,12.51501406,-12.84448454,0.137703084,9.349695254,7.923459752,23.36046863,-14.11501476,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
CPN,27.25,37.75,81.25,37.5,44.5,45.25,56.75,85.5,0.71,1.42,1.63,1.76,2.06,3.02,43.72,47.06,47.93,47.97,49.19,49.56,19.18,18.11,18.96,19.89,20.17,16.35,0.15,0.11,0.08,0.06,0.06,0.02,36.92,31.6,32.76,32.45,33.45,47.13,1.02,0.55,0.39,0.49,0.35,0.15,27.31,20.45,18.93,18.12,18.87,23.84,9.26,8.55,8.77,8.21,8.91,12.05,0.19,0.95,0.65,0.7,0.83,1.4,5.82,8.06,9.14,10.24,11.59,13.77,26.06,66.9,39.88,39.77,40.29,46.36,8.495014446,33.58254669,2.540344791,-3.14237,-30.16857238,5.005423124,-31.42858622,-2.687135389,5.421401191,49.89642028,18.80601142,12.21257865,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
DCC,63,60.75,44.75,48,57.25,4.08,4.5,3.46,0.19,0.2,0.19,0.21,0.22,0.17,39.17,41.06,42.3,41.98,43.33,38.68,17.88,19.24,18.36,18.52,17.73,17.74,0.01,0.01,0.02,0.02,0.02,0.02,16.64,17.2,17.09,19.14,19.84,15.17,0.32,0.44,0.5,0.31,0.4,0.6,47.08,47.53,44.82,47.03,44.41,32.59,27.61,25.92,23.75,26.58,26.12,17.39,0.19,0.2,0.15,0.19,0.16,0.13,0.42,0.42,0.42,0.47,0.51,0.54,99.33,100,79.37,88.14,74.91,74.85,-40.57991807,-2.472191044,-0.251885518,-0.15709,20.59987348,-1.834882925,13.61856205,-7.091597419,-8.831383798,-7.837160407,5.079799675,-5.500963695,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
DCON,3.04,3.58,7.9,10.3,18.2,0.69,0.61,0.59,0.05,0.08,0.12,0.08,0.03,0.05,34.75,39.08,35.19,38.5,37.89,35.17,24.83,22.85,24.48,20.48,19.35,18.84,0.01,0.02,0.02,0.04,0.01,0,13.58,16.43,17.65,15.29,13.64,23.96,0.08,0.13,0.13,0.28,0,0,18.18,24.34,32.57,17.58,9.86,10.96,14.84,18.43,24.38,12.83,7.93,9.69,0.03,0.07,0.01,0.04,0.01,0.05,0.29,0.34,0.37,0.44,0.44,0.47,61.43,98.03,9.39,50,26.67,90,-29.80771803,-0.119569892,0.23747917,-5.37174,-38.42130451,12.02916999,-62.59018275,-9.63224402,-8.175375158,7.807954714,9.589738036,7.937014886,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
DRT,6.2,5.75,7.4,7.5,5.1,4.06,5.2,5.6,0.53,0.43,0.28,0.32,0.39,0.43,30.2,26.61,24.01,25.87,26.6,27.35,16.38,17.37,16.21,14.23,13.46,13.55,0.01,0.07,0.13,0.08,0.04,0.02,14.06,10.24,6.84,7.95,9.52,9.87,0.43,0.65,0.55,0.37,0.49,0.27,25.62,19.98,12.73,14.49,18.58,21.16,16.21,11.44,7.2,8.97,11.48,13.16,0.4,0.38,0.27,0.25,0.3,0.36,2.13,2.2,2.14,2.22,2,2.1,75.47,88.37,96.43,78.13,76.92,83.72,-1.990742338,-4.095603409,-1.966731116,-3.72244,15.3435039,-6.831376853,-8.690261378,-3.754332455,-4.074654014,-2.085163764,-0.274356438,2.096295599,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
EMC,2.16,1.79,1.6,0.5,0.82,0.2,0.14,0.08,0.03,-1.01,-0.08,-0.07,-0.04,-0.08,3.08,-3,3.2,0.66,-7.72,16.99,2.87,4.27,3.6,3.92,3.12,2.8,-3.46,-0.07,-0.04,-0.05,-0.05,-0.02,0.8,-84.48,-11.41,-38.01,-50.22,-102.21,0.21,1.28,0.23,0.07,0.05,0.2,3.44,-225.66,-28.03,-15.89,-12.36,-34.46,1.14,-57.03,-10,-10.66,-9.23,-22.33,,,,,,,1.06,0.16,0.31,0.3,0.27,0.19,,,,,,,-39.93036391,-219.8585036,40.7118883,-0.49263,14.81412176,-363.5256478,-1.131260067,-258.579145,-281.1694423,,-28.8382136,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
ESTAR,0.46,0.47,0.91,0.53,1.08,0.58,0.7,0.77,-0.02,0.03,0.06,0.03,0.04,0.08,28.02,33.64,32.6,24.44,30.2,29.79,20.12,22.76,31.78,27.66,63.55,64.7,,0.14,0.08,0.07,0.03,0,-30.13,9.2,22.33,7.84,10.61,15.64,,0.13,0.21,0.14,0.08,0.14,-2.94,3.56,6.34,2.92,4.43,8.62,-2.51,2.73,4.4,2.03,3.36,6.91,,,0.03,0.03,0.03,0.04,0.82,0.85,0.91,0.9,0.92,0.96,,,53.57,96.15,62.5,49.38,8.292913085,39.98312796,1.234234947,26.3151,,20.29476747,,37.58156965,36.54905623,,3.169437517,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
EVER,0.51,0.65,0.72,0.86,3.1,0.62,0.8,0.41,-0.06,-0.01,-0.01,-0.03,-0.03,-0.07,-5.45,26.35,30.03,19.95,19.11,14.19,31.77,20.15,63.03,78.46,10.03,131.66,-0.61,4.08,0.95,-0.73,-0.29,-0.43,-218.56,-1.93,-2.18,-12.6,-10.47,-39.38,0.46,0.71,0.22,0.21,0.43,1.43,-11.98,-1.06,-0.91,-3.95,-3.67,-10.53,-6.48,-0.51,-0.55,-2.74,-2.07,-4.08,,,,,,,0.52,0.64,0.74,0.72,0.72,0.65,,,,,,,4.240221628,-3.912885279,35.72333897,32.88848,5.408739674,12.72095838,25.17040456,2.306960226,6.510991168,,4.259098888,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
GEL,0.12,0.19,0.56,0.67,1.1,0.54,0.52,0.4,0.37,0.11,0.04,0.02,0.02,-0.02,16.48,18.62,10.79,7.92,9.92,8.82,11.06,24.18,25.01,20.02,24,18.52,-0.03,0,0.02,-0.01,0.72,-0.73,18.05,16.73,5.7,5.99,5.3,-5.98,0,0,0.03,0.02,0.08,0.16,19.08,11.2,4.3,2.48,1.78,-2.19,14.09,9.58,3.69,2.18,1.54,-1.75,,,0.01,,,,0.71,0.99,0.89,0.83,0.89,0.89,,,24.04,,,,22.30661553,-155.6606597,-11.75611217,10.86059,-291.1699002,-180.1870551,100.9077246,-164.8327383,-165.8927805,,4.816489751,,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
GOLD,3.62,3.9,9.95,5.8,7.3,6.15,6.5,8.45,-0.5,-0.35,0.24,0.4,0.46,0.46,25.64,29.01,33.6,33.52,34.16,34.16,23.37,32.81,40.09,30.84,44.74,48.03,-0.85,-1.66,0.66,0.27,0.09,0.09,-34.33,-27.35,8.25,7.76,9.49,9.49,0.57,0.72,1.39,1.26,0.34,0.41,-8.7,-7,4.87,8.36,9.39,9.39,-4.65,-3.55,1.98,3.05,4.11,4.11,,,,0.1,0.23,0.23,5.43,4.84,4.65,5,6.07,6.07,,,,25,50,50,10.75663432,23.91244563,5.903190932,15.49702,16.04258959,17.88355931,-6.455269511,25.22613902,23.60857289,,2.231899142,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
GREEN,0.84,0.59,0.97,1.99,6.95,1.04,1.07,1.27,-0.56,-0.32,-0.21,-0.28,-0.16,-0.08,11.09,-5.16,-0.69,-27.36,9.74,24.81,36.9,50.47,50.29,157.67,295.44,68.88,0,0,0,-0.01,-0.06,0,-212.11,-115.15,-162.09,-1213.6,-24.84,-126.51,,0,,0.08,0,0,-46.12,-29.17,-24.7,-22.92,-15.14,-8.59,-44.26,-27.26,-23.44,-21.19,-14.15,-8.3,,,,,,,0.93,0.94,0.73,1.19,0.99,0.91,,,,,,,12.64355629,13.20740265,17.47619553,13.29568,12.0080895,7.01536457,,12.64547413,12.63012719,,-0.514115878,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
ITD,4.62,3.64,4.56,3.6,6.9,7.15,5,4,0.03,0.2,0.12,-0.07,-0.02,0.08,11.07,10.6,8.95,8.59,9.55,11.93,2.93,4.14,5.59,7.04,5.93,5.37,1.07,0.75,1.03,1.55,1.25,0.65,0.29,2.07,1.21,-0.71,-0.23,0.75,3.27,2.39,2.14,2.47,2.66,3,1.61,9,4.55,-2.65,-0.83,3.15,0.24,1.46,0.84,-0.48,-0.14,0.5,,,,,0.15,0.01,1.96,2.38,2.88,2.52,2.46,2.51,,,,,-724.64,13.17,6.554973188,20.6415936,1.500830157,12.88113,-9.441146953,20.8890091,-1.691899673,14.33622313,15.58041507,,4.977898875,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
KWG,2.16,1.52,1.56,1.09,2.54,2.04,2.64,2.72,-0.31,-0.64,-0.25,-0.31,0.28,0.09,26.86,18.89,22.26,25.18,30.12,28,34.63,28.46,60.34,60.84,46.4,69.41,-0.89,-0.45,-1.42,-1.18,0.11,0.37,-50.31,-95.43,-16.03,-21.89,18.5,17.16,7.16,4.8,6.12,9.53,9.43,1.07,-20.13,-40.1,-22.03,-35.41,32.84,5.87,-4.59,-8.32,-3.27,-3.98,2.93,1.94,,,,,,,1.9,1.26,1.01,0.7,0.96,2.32,,,,,,,11.67399886,18.02633821,0.831221436,14.91955,19.26588739,18.54560459,-31.57363839,18.03745145,19.36682592,,4.124852276,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
LALIN,2.48,2.2,3.1,3.82,4.14,3.68,4.6,4.94,0.29,0.45,0.47,0.38,0.54,0.74,39.67,39.41,38.55,39.16,39.21,39.84,21.79,16.82,13.76,11.17,12.19,13.8,0.09,0.07,0.05,0.03,0.01,0.02,15.68,18.01,18.3,17.04,18.48,18.97,0.32,0.45,0.47,0.53,0.64,0.57,6.74,10,9.83,7.73,10.37,12.98,4.91,6.54,6.07,4.62,5.82,7.14,0.16,0.22,0.24,0.2,0.12,0.14,4.4,4.64,4.88,5.06,5.37,5.97,54.54,48.03,51.44,52.33,22.7,18.24,15.89562188,20.25088783,0.08808369,-8.73077,-26.56878481,3.887041466,12.1556662,13.9870107,7.787766037,-3.401196679,6.286159275,-19.66894793,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
LH,6.35,6.3,9.7,8.4,9,9.1,9.7,10.6,0.57,0.65,0.8,0.69,0.73,0.88,34.98,36.8,35.71,34.07,34.35,34.38,8.94,10.45,8.64,10.81,12.2,11.02,0.1,0.1,0.05,0.06,0.05,0.06,23.39,25.6,29.75,30.16,28.81,29.96,0.84,0.95,0.82,0.91,0.93,0.98,18.68,19.93,22.05,17.91,18.62,21.57,9.03,9.23,10.38,8.56,8.64,9.92,0.3,0.25,0.65,0.6,0.65,0.75,3.14,3.35,3.9,3.89,3.98,4.19,52.63,38.46,81.25,86.96,89.04,85.23,9.014994437,9.07408119,-0.346153166,4.272267,-9.567634658,5.075401996,3.000678362,2.923477691,1.898219861,20.1124434,5.965245267,10.12005977,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
LPN,8.65,13.4,18.4,14.6,22.2,16.9,12.2,13.4,1.51,1.58,1.37,1.64,1.47,0.72,32.4,32.69,32.35,30.98,31.23,28.89,11.29,8.24,8.99,7.93,11.81,11.61,0,0,0.01,0,0,0,16.73,16.23,15.71,14.51,14.9,11.05,0.34,0.55,0.63,0.44,0.35,0.49,28.56,25.72,20.18,21.95,18.14,8.57,18.88,14.81,10.87,12.25,11.4,5.37,0.76,0.84,0.26,0.9,0.9,0.5,5.75,6.52,7.05,7.85,8.41,8.39,50.33,53.16,18.98,54.88,61.22,69.44,-1.858880777,-13.76747364,-2.264740156,0.560554,-11.19851194,-7.957061895,7.765416768,-21.39892085,-22.23249967,-8.033156163,7.867534743,6.649831243,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
MBK,102.5,89,111.5,137.5,14.5,13.9,14.5,20.6,1.25,2.89,1.19,1.36,1.54,1.38,51.33,50.93,40.46,38.85,43.74,45.33,15.91,12.79,13.53,15.66,19.39,21.35,0.2,0.39,0.38,0.29,0.29,0.3,23.4,44.3,17.46,15.72,19.73,18.9,0.68,1.03,0.92,0.98,0.83,0.81,14.45,28.67,10.88,11.61,11.77,9.11,6.28,11.76,4.2,4.63,4.95,4.13,0.55,0.58,0.6,0.3,0.33,0.33,9.42,9.21,9.8,10.33,13.46,15.63,43.96,19.9,50.42,22.06,21.43,23.91,-30.43422959,1.982195031,-2.457095746,6.058515,9.149338152,-4.18050204,3.723508677,-8.818506853,-8.01786689,-9.711954855,10.65730462,-11.46685447,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
MJD,2.82,1.69,2.92,1.84,3.02,2.38,3.3,3.16,-0.08,-0.21,0.79,0.14,0.48,-0.21,20.96,25.24,29.4,31.82,37.47,38.33,13.96,9.83,9.47,15.83,19.91,20.15,3.54,-6.86,0.23,0.62,0.27,3.34,-2.32,-4.88,12.44,3.77,7.84,-5.77,2.22,3.51,2.21,2.45,2.38,3.24,-2.68,-7.15,24.08,3.64,10.98,-4.75,-0.62,-1.3,5.16,0.93,2.68,-1.04,,,,,,,3.13,2.74,3.83,4.11,4.61,4.4,,,,,,,14.32085058,-188.0795155,12.82967847,7.616268,-1.121830967,-186.6373232,7.775408102,-25.75170407,-19.41671454,,7.077447165,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
MK,2.92,2.66,3.6,3.32,4.22,4.18,4.02,3.6,0.3,0.5,0.52,0.71,0.35,0.24,37.97,34.4,40.7,31.8,35.07,34.71,15.86,12.45,10.86,14.8,21.86,20.99,0.02,0.01,0.08,0.18,0.31,0.4,15.16,15.53,19.06,16.71,12.22,7.59,0.35,0.17,0.24,0.59,0.87,1,5.27,8.33,8.33,10.5,5.38,3.55,3.7,6.05,6.33,6.58,2.79,1.68,0.2,0.3,0.6,0.25,0.25,0.25,5.83,6.13,6.35,6.52,6.63,6.61,66.67,60,115.38,35.21,71.43,104.17,8.609767321,-4.364750021,-1.778747245,5.76497,75.84728218,-12.92198641,23.59583825,-7.604899379,-14.53520875,4.563955259,2.542281038,9.336207394,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
NCH,1.17,1.2,1.33,1.08,1.59,1.45,1.16,1.06,0.07,0.08,0.09,0.1,0.02,0.02,34.27,33.18,33.82,32.62,32.73,33.93,30.2,28.33,24.85,20.85,20.47,25.84,0.09,0.15,0.31,0.34,0.7,0.74,5.83,6.34,6.27,5.89,1.44,1.29,0.44,0.68,0.87,0.83,0.87,0.57,4.08,4.65,4.89,5.18,0.84,0.76,2.59,2.59,2.36,2.44,0.41,0.38,0.03,0.03,0.04,0.01,0.05,0.05,1.79,1.84,1.9,1.97,1.98,2,45.43,38.21,38.51,5.3,294.12,333.33,-0.675737589,-27.18892269,-0.198455766,-3.07025,53.31092499,-26.02204429,5.418828397,-28.5479377,-31.81820542,8.468879578,2.197825843,48.97304585,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
NNCL,1.56,1.4,2.04,2.08,1.76,1.11,1.21,1.68,0.15,0.2,-0.29,-0.09,0.08,0.12,43.52,25.82,30.93,29.55,44.16,44.88,19.92,31.95,37.3,23.21,28.27,29.04,0.33,-0.52,-0.13,0.42,0.08,0.01,22.83,39.77,-69.13,-14.26,24.64,40.36,0.31,0.35,0.62,0.44,0.16,0.13,9.24,11.42,-17.88,-6.07,6.09,8.75,5.69,6.82,-9.72,-3.24,3.89,6.16,0.08,0.1,0.1,,0.04,0.04,1.69,1.8,1.41,1.6,1.32,1.4,53.33,50,-34.48,,46.25,30.83,-2.874902691,-4.364750021,0.617220171,7.830459,-53.40979316,12.07202522,-16.51076194,-1.098098183,1.574884027,-14.29180532,-3.708277854,-10.38012166,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
NOBLE,5.7,5.6,6.15,10,10.6,11.5,14.9,13.9,0.71,0.71,0.36,-1.02,1.49,4.48,38.32,38.94,40.49,39.25,43.41,41.61,19.51,18.34,15.68,11.36,21.99,21.14,0.19,0.33,0.5,-0.33,0.25,0.08,12.68,10.47,7.17,-125.52,15.15,21.12,1.92,2.31,2.67,3.78,3.23,1.95,8.19,7.78,3.83,-11.65,16.66,37.47,2.38,2.02,0.88,-2.19,2.95,8.93,0.3,0.3,0.3,,0.22,0.17,8.89,9.3,9.36,8.23,9.71,14.19,42.25,42.25,83.33,,14.77,3.79,21.61850157,44.5452861,1.661307072,1.617743,-15.39414395,10.73416581,0.288179743,35.54908759,30.28248895,-10.73822199,9.796342826,-38.24649671,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
NWR,0.74,0.66,2.04,1.75,1.67,1.27,1.24,1.16,0.34,0.03,0,-0.07,0.02,-0.08,7.58,5.31,4.66,5.53,7.88,6.62,10.2,8.37,11.2,30.82,6.82,6.08,0.29,1.36,1.24,-1.83,0.8,9.96,8.24,0.87,0.12,-2.29,0.63,-2.19,1.03,0.7,0.89,1.07,1.23,1.31,32.73,2.35,0.24,-4.65,1.42,-5.65,7.98,0.7,0.09,-1.67,0.43,-1.63,0.11,,,,,,1.21,1.51,1.48,1.41,1.43,1.34,33.74,,,,,,13.44243762,-174.7428253,-2.668132713,-9.83029,102.8326561,-176.6906327,5.003495203,-170.3790825,-172.8199224,,2.177054243,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
PF,4.16,0.69,1.08,0.86,1.16,0.79,0.9,0.85,0.05,0.01,0.07,0.06,0.05,0.03,36,33.11,31.88,33.31,32.78,33.17,20.53,16.5,17.68,20.38,24.69,27.57,0.71,1.19,0.57,0.69,0.61,0.61,2.84,0.75,3.19,2.87,2.64,1.76,1.87,2.16,2.15,2.26,2.62,2.24,3.24,0.96,4.55,3.63,3.58,2.39,1.08,0.29,1.29,0.97,0.87,0.59,0.03,,0.04,0.03,0.04,0.05,1.5,1.47,1.52,1.43,1.49,1.43,65.92,,63.73,48.39,76.78,163.4,5.457794331,-9.097693803,-1.620852129,6.074151,-2.96477328,-9.05914926,3.64635548,-5.844941181,-11.40611295,8.997698705,-0.969212007,19.90641741,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
