NAME,P_201101,P_201201,P_201301,P_201401,P_201501,P_201601,P_201701,P_201801,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,GPM_2012,GPM_2013,GPM_2014,GPM_2015,GPM_2016,GPM_2017,Ops_2012,Ops_2013,Ops_2014,Ops_2015,Ops_2016,Ops_2017,EBIT_2012,EBIT_2013,EBIT_2014,EBIT_2015,EBIT_2016,EBIT_2017,NPM_2012,NPM_2013,NPM_2014,NPM_2015,NPM_2016,NPM_2017,IBD_2012,IBD_2013,IBD_2014,IBD_2015,IBD_2016,IBD_2017,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,DPS_2012,DPS_2013,DPS_2014,DPS_2015,DPS_2016,DPS_2017,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,Payout_2012,Payout_2013,Payout_2014,Payout_2015,Payout_2016,Payout_2017,CAGR_P,CAGR_EPS,CAGR_GPM,CAGR_Ops,CAGR_EBIT,CAGR_NPM,CAGR_IRD,CAGR_ROE,CAGR_ROA,CAGR_DPS,CAGR_BV,CAGR_Payout,sector,sector_code,business_group
BGT,1.74,1.85,1.22,0.95,1.23,1.07,1.73,1.15,0.11,0.06,-0.01,0.02,0.11,0.08,46.99,46.83,47.96,48.33,49.42,47.37,42.28,42.49,36.84,37.79,37.6,42.24,0.15,0.34,-3.29,0.35,0.09,0.12,4.16,2.3,-0.41,0.95,4.69,3.47,0.47,0.37,0.28,,0.2,0.12,9.97,4.81,-0.68,1.67,8.81,6.05,5.42,2.72,-0.41,1.04,5.75,4.23,0.02,0.01,,,0.01,0.01,1.13,1.19,1.17,1.19,1.3,1.37,20,20,,,10.91,11.25,-1.332329472,-6.170487402,0.161690324,-0.01893,-4.135328691,-3.532393771,-24.6058141,-9.525733608,-4.846619451,-16.36964011,3.924796747,-10.8698771,MAI Industry,13,ธุรกิจขนาดกลาง
BOL,1.33,1.23,2.4,1.53,2.06,1.77,1.76,2.06,0.11,0.11,0.1,0.08,0.09,0.1,53.45,48.96,42.39,52.49,48.96,51.11,25.75,25.31,27.25,23.82,20.67,26.42,0.01,0.01,0.03,0.04,0,,23.52,23.19,17.98,18.9,19.2,17.55,0.16,0.11,0,,,,32.65,31.4,24.94,17.18,18.69,17.57,21,20.4,16.1,11.41,13,12.57,0.09,0.05,0.05,0.11,0.13,0.15,0.35,0.38,0.43,0.47,0.51,0.59,81.82,45.45,50,137.5,144.44,150,7.428994593,-1.888150427,-0.891871312,0.515055,,-5.688737233,,-11.64873607,-9.763279332,10.75663432,10.86970923,12.88813207,MAI Industry,13,ธุรกิจขนาดกลาง
BROOK,1.45,0.77,2.82,1.8,3.04,0.59,0.8,0.74,0.08,0.08,0.07,0.24,0.15,0.06,79.1,70.2,84.62,89.12,82.71,67.67,55.1,101.63,76.88,41.62,61.6,21.77,0,,0,,,,84.87,48.48,107.41,73.8,105.63,72.13,,,,,0,0.04,47.68,28,23.24,51.87,35.89,13.59,42.18,24.41,20.48,46.47,32.39,12.22,0.03,0.02,0.02,0.07,0.07,0.04,0.22,0.27,0.3,0.4,0.46,0.43,33.33,28.13,33.33,29.17,46.67,66.67,0.767353438,-6.508012385,-3.073525745,-16.9497,,-3.203108123,,-22.19817121,-21.94903397,7.394092379,14.80055328,14.8698355,MAI Industry,13,ธุรกิจขนาดกลาง
CGD,0.7,0.51,0.56,1,2.12,1.13,1,1.41,,-0.02,0.01,-0.07,-0.04,-0.02,16.68,25.18,25.71,33.61,42.46,43.42,,,,,,,,-0.36,-1.98,-0.31,-0.32,-0.92,-17.9,-71.62,11.74,-94.82,-72.67,-15,,,0.49,0.54,0.82,1.3,-0.52,-3.83,1.38,-8.61,-4.94,-2.59,-0.29,-3.06,0.99,-5.06,-2.42,-0.98,,,,,,,0.01,0.63,0.68,0.76,0.76,0.67,,,,,,,14.41579031,,21.08349415,,,3.049740359,,-224.6788928,-206.1565685,,139.1397012,,MAI Industry,13,ธุรกิจขนาดกลาง
CIG,1.2,0.65,0.9,0.59,1.29,0.67,0.64,0.5,-0.15,-0.01,0.15,-0.01,0,-0.04,4.96,10.5,11.38,14.28,15.64,13.63,,15.25,18.49,16.52,13.72,15.55,-0.62,-3.69,-1.22,2.59,0.92,-0.23,-8.83,-0.55,9.65,-0.68,-0.21,-3.81,1.08,0.89,0.27,0.28,0.16,0.16,-19.04,-1.32,15.17,-0.91,-0.25,-4.31,-6.16,-0.44,7.22,-0.58,-0.17,-2.93,,,,,,,0.69,0.73,0.92,0.91,0.91,0.87,,,,,,,-0.309603468,11.80005223,22.42075941,,10.29209898,9.425734593,-31.76390565,12.14577943,8.808579772,,4.702802869,,MAI Industry,13,ธุรกิจขนาดกลาง
CMO,1.45,1.73,3.36,1.76,1.74,1.69,1.83,2.08,0.41,0.18,-0.17,0.14,-0.18,0.14,21.73,22.59,18.92,21.67,16.81,23.41,18.91,16.71,15.49,15.29,21.89,12.41,0.1,0.28,-16.65,0.28,0.71,0.22,6.28,3.04,-3.06,1.97,-3.61,2.66,0.55,1.1,1.53,1.2,0.94,0.92,24.24,9.04,-9.12,7.15,-10.15,8.12,10.71,3.9,-3.11,2.34,-3.69,3.07,0.13,0.1,0.1,,0.09,0.18,1.9,1.99,1.73,2.15,1.71,1.78,31.17,55.56,-58.82,,-50,128.57,1.130230551,-19.33802791,1.503397265,-8.07872,17.64146794,-15.81195415,10.89858265,-19.6541063,-22.12881187,7.089854932,-1.295914562,32.76374499,MAI Industry,13,ธุรกิจขนาดกลาง
CRANE,2,3.12,4.5,3.96,4.22,2.44,2.82,3.76,0.2,0.09,0.3,-0.06,-0.38,0.04,30.02,25.07,32.61,18.81,-2.98,19.91,,,,,,,0.26,0.46,0.26,2.57,-0.4,0.72,12.87,5.13,22.4,-5.23,-43.07,2.63,,,0.73,0.88,1.14,0.82,15.9,6.31,18.43,-3.26,-22.97,2.63,6.82,2.46,8.22,-1.64,-9.87,1.05,0.01,0.01,0.01,,,,1.53,1.62,1.94,1.86,1.48,1.63,4.87,7.93,3.59,,,,-2.00161856,-26.74499809,-7.884982396,,22.59907148,-27.22040716,,-30.23722584,-31.27740291,,1.250006306,,MAI Industry,13,ธุรกิจขนาดกลาง
DIMET,0.72,1.13,1.57,1.24,13.8,6.3,2.64,1.76,-0.05,-0.04,-0.03,0,-0.07,-0.07,25.3,26.98,25.55,27.81,23.06,23.06,,25.71,23.32,26.66,27.2,24.6,-0.11,-0.24,-0.25,1.35,-0.12,-0.12,-3,-2.47,-2.26,0.41,-7.58,-7.58,0.08,0.27,0.51,0.03,0.03,0.02,-10.16,-9.31,-6.81,1.01,-18.49,-18.49,-4.69,-4,-3.19,0.57,-10.98,-10.98,,,,,,,0.47,0.43,0.4,0.4,0.33,0.33,,,,,,,18.49638371,-12.30943782,-1.839151998,,-2.185481696,-187.8830549,-22.61743387,-29.03195228,-180.7148772,,-6.514426435,,MAI Industry,13,ธุรกิจขนาดกลาง
HTECH,4.02,2.76,4.24,1.95,2.82,2.34,5.25,8.55,0.34,0.19,0.26,0.24,0.45,0.49,40.68,34.45,34.71,34.73,39.83,41.49,,,,,,,0.06,0.1,0.09,0.08,0.05,0.04,15.7,8.8,9.74,8.81,14.27,14.77,,,,,,0.29,16.5,8.75,11.09,9.66,14.78,15.57,11.3,5.84,7.21,6.35,10.25,10.33,0.17,0.08,0.11,0.1,0.18,0.21,2.15,2.26,2.43,2.59,3.06,3.29,50.64,41.49,42.32,41.25,38.89,42.86,13.7234547,7.857151833,0.396428448,,-8.928318104,-1.216045029,,-1.159263142,-1.783424042,4.316756381,8.900393436,-3.282485576,MAI Industry,13,ธุรกิจขนาดกลาง
ILINK,6.9,6.65,17.8,17.5,17,18,20.5,13.4,0.26,0.37,0.35,0.53,0.42,0.05,22.68,23.09,21.81,23.47,23.39,13.82,,,,,,,,,0.05,0.04,0.04,0.1,8.06,8.44,7.87,8.68,7.51,0.67,,,,0.47,0.49,0.79,16.26,16.44,15.32,16.14,9.96,1.08,11.91,10.25,7.52,7.74,4.89,0.44,0.11,0.03,0.01,0.17,0.13,,1.86,2.61,3.02,3.61,4.83,4.73,41.13,7.98,4.27,32.5,31.74,,25.25251158,-27.12955067,-9.425013509,,,-39.23041488,,-41.85941125,-48.25505531,,20.54431444,,MAI Industry,13,ธุรกิจขนาดกลาง
JUBILE,6.45,11.1,22.5,22.9,34,18.5,17.5,24.2,0.96,1.17,1.17,0.75,0.9,1.06,41.61,43.15,41.43,40.05,44.06,43.59,,,25.18,26.58,25.48,24.91,0,0,0,0,0.01,0.01,13.56,13.87,12.06,8.82,11.4,11.98,0.02,0.01,0,0.07,0.05,0.03,35.59,36.02,30.64,18.55,21.26,22.58,23.84,23.83,19.79,12.21,15.13,16.42,0.6,0.7,0.71,0.46,0.55,0.64,2.89,3.59,4.07,4.04,4.45,4.94,62.5,59.83,60.68,61.14,61.11,60.38,9.532503465,2.001586442,0.933802506,,5.988443039,-2.448480464,1.680936684,-8.695191413,-7.186011355,1.299136822,11.34109444,-0.688665387,MAI Industry,13,ธุรกิจขนาดกลาง
KASET,6.15,5,3.3,1.7,2.68,2.7,2.84,2.28,-0.57,-0.22,-0.3,0,-0.04,0.04,13.23,11.27,9.33,12.41,10.75,13.11,11.78,11.02,11.54,13.8,16.11,19.48,-0.14,-0.26,-0.21,1.14,-1.3,0.52,-13.21,-4.53,-5.9,0.07,-0.79,0.77,1.29,1.51,1.2,0.85,0.74,0.7,-35.15,-17.75,-26.27,0.27,-2.95,2.96,-13.02,-6.54,-9.88,0.11,-1.39,1.45,,,,,,,1.32,1.11,1.04,1.26,1.22,1.26,,,,,,,-10.69625592,15.66485835,-0.184473433,10.58309,41.25433831,15.5331861,-11.51717437,15.82072828,16.12200107,,-0.884002453,,MAI Industry,13,ธุรกิจขนาดกลาง
KIAT,16.6,13.4,10.1,6.85,14.6,0.63,0.62,0.56,0.06,0.05,0.05,0.04,0.04,0.03,31.27,29.6,31.25,35.58,33.44,28.54,,,,13.64,11.73,14,0.12,0.12,0.11,0.06,0.02,0.01,14.08,11.66,11.55,13.67,14.06,10.28,0.47,0.54,0.35,0.1,0.02,0,21.61,18.57,15.58,12.73,10.42,8.06,12.84,11.35,9.54,9.52,8.96,7.21,0.05,0.04,0.01,0.04,0.04,0.04,0.3,0.28,0.3,0.41,0.41,0.4,80.65,66.04,26.37,100,100,133.33,-45.91742288,-13.51397975,-1.809788983,,-44.78004224,-6.100116436,-75.81405606,-17.90607004,-10.89745275,-4.364750021,6.424467288,10.5788539,MAI Industry,13,ธุรกิจขนาดกลาง
MACO,4.34,7.05,17.8,7.2,1.44,0.89,1.23,2.1,0.05,0.07,0.04,0.06,0.03,0.07,49.38,57.24,50.85,55.49,55.07,58.2,,,,,,,0,0,0.01,0.01,0.03,0.03,18.7,23.41,21.46,24.58,13.88,23.7,,0,0.05,0.03,0.01,0.16,24.93,26.89,19.79,24.6,11.06,17.38,19,21.58,15.74,19.67,8.08,12.13,0.02,0.05,0.04,0.05,0.03,0.03,0.2,0.23,0.22,0.24,0.33,0.41,43.87,73.53,97.5,80,96.67,41.43,-29.4749831,8.524805816,3.341139156,,51.97243239,4.850929839,,-6.957526669,-8.587578672,7.288596996,15.68443635,-1.13910254,MAI Industry,13,ธุรกิจขนาดกลาง
MBAX,1.75,2,4.88,2.08,3.98,5.3,4.96,4.94,0.51,0.07,0.33,0.56,0.39,0.36,9.95,7.28,8.3,10.8,9.48,8.22,6.68,7.64,8.1,7.17,6.98,5.99,0.36,1.29,0.34,0.16,0.21,0.29,4.42,0.65,2.4,4.4,3.82,3.73,1.52,1.77,1.76,1.22,1.03,0.78,22.84,3.1,13.4,21.41,14.68,13.54,7.01,0.96,3.99,7.17,5.54,5.78,0.22,0.22,0.3,0.5,0.32,0.32,2.42,2.37,2.51,2.68,2.62,2.63,43.14,314.29,90.91,89.29,82.05,88.89,19.91964554,-6.729036106,-3.749174343,-2.15693,-4.415029489,-3.313587426,-12.64168119,-9.923742595,-3.804364389,7.781806771,1.654781278,15.55772801,MAI Industry,13,ธุรกิจขนาดกลาง
MOONG,4.8,3.08,4.86,4.88,5.85,4.88,4.78,5.4,0.36,0.42,0.41,0.56,0.56,0.49,46.33,45.31,51.52,53.11,52.88,52.77,,,47.46,48.23,45.71,49.08,-0.08,-0.01,0.56,0.65,0.32,0.22,7.99,-5.06,8.21,11.23,10.9,9.75,0.07,0.12,0.15,0.13,0.17,0.11,14.09,-9.23,13.46,15.69,14.36,12.96,7.99,-5.18,8.21,10.5,9.9,9.18,0.17,0.17,0.26,0.15,0.18,0.18,2.64,2.94,3.18,3.52,3.95,3.85,47.62,40.82,62.5,26.79,32.14,36.73,9.188131979,6.413354789,2.63856677,,37.35101162,4.064613633,11.15941455,-1.662726915,2.8243017,1.031145932,7.783334883,-5.057832137,MAI Industry,13,ธุรกิจขนาดกลาง
NINE,5.95,3.88,7.45,3.42,4.66,2.28,1.56,1.59,0.18,0.16,0.01,-0.11,-1.25,0.04,30.65,30.41,26.56,27.07,38.12,46.8,,,,23.41,24.02,25.31,0.1,0.07,-0.07,-0.05,,,7.35,5.9,0.72,-8.7,-131.88,5.22,0.09,0.02,0.02,0.02,,,14.89,5.76,0.33,-3.66,-56.37,2.64,7.36,3.63,0.23,-2.68,-41.07,2.05,0.09,0.1,0.07,0.02,,,1.34,3.11,3.03,2.86,1.57,1.61,51.72,62.5,700,-20.37,,,-16.65902546,-25.99500375,8.834636866,,,-6.611604276,,-29.23638572,-22.53688219,,3.82614706,,MAI Industry,13,ธุรกิจขนาดกลาง
PHOL,4.86,3.9,4.36,4.42,3.9,3.04,3.4,2.26,0.24,0.28,0.21,0.19,-0.08,-0.58,27.69,30.21,27.13,26.26,21.55,14.13,,,,23.53,22.17,20.27,0.06,0.05,0.06,0.09,-1.29,-0.11,5.66,6.56,4.84,3.75,-1.39,-11.92,0.23,0.13,0.18,0.47,0.98,1.45,15.96,16.94,12.27,10.61,-4.51,-39.98,9.08,10.02,7.32,5.64,-1.87,-13.44,0.18,0.17,0.18,0.11,0.1,,1.57,1.69,1.76,1.77,1.74,1.16,72.72,60.54,83.33,57.12,-125,,-2.706716145,-219.0341687,-12.58895684,,-212.3870902,-216.0479254,44.34669107,-220.1586781,-208.1483186,,-5.851775754,,MAI Industry,13,ธุรกิจขนาดกลาง
PPM,2.8,2.6,3.44,6,7.6,3.7,4.12,2.88,0.19,0.13,0.05,-0.05,0.06,0.11,11.32,13.02,11.7,12.24,13.62,13.21,4.94,5.92,6.22,6.93,8.69,7.52,0.26,0.12,0.41,0.36,0.53,0.31,4.04,2.55,1.12,-1.27,1.39,3.12,0.71,1.02,1.04,1.26,0.81,0.57,11.36,7.25,2.62,-3.02,2.83,5.74,5.58,3.38,1.15,-1.25,1.25,2.94,0.06,0.06,0.03,0.02,0.02,0.04,1.68,1.76,1.76,1.68,1.56,1.78,29.73,44,65.22,-28.85,26.79,31.53,9.643975423,-9.711954855,3.139800738,8.767258,3.542908622,-5.051196092,-4.283004568,-12.7674162,-12.06546429,-8.643159601,1.198873067,1.183761652,MAI Industry,13,ธุรกิจขนาดกลาง
PYLON,2.8,3.94,4.8,5.4,8.95,10.8,12.9,15.9,0.1,0.32,0.35,0.27,0.23,0.14,11.12,20.67,22.31,25.13,24.46,23.35,,,,,,,0.04,0.01,0.01,0.01,0.01,0.01,5.93,12.29,14.3,16.53,16.2,14.15,,,,0.03,0.01,0.01,16.26,31.07,26.32,22.56,20.17,13.08,8.21,17.37,17.36,16.62,15.81,10.44,0.01,0.15,0.25,0.27,0.23,0.1,0.82,1.2,1.21,1.22,1.05,1.01,11.54,47.62,71.43,98.15,97.83,74.07,26.77064433,5.356197038,15.99051369,,-24.94377811,19.00140336,,-4.257608711,4.929964235,52.81421358,4.222133511,45.04530144,MAI Industry,13,ธุรกิจขนาดกลาง
SALEE,4.14,3.54,8.2,9.2,7,0.89,2.16,1.13,0.09,0.12,0.08,0.02,0.04,0.02,38.2,37.82,28.97,21.36,27.84,26.05,14.92,12.17,16.28,17.44,17.52,15.05,0.03,0.04,0.1,0.24,0.08,0.14,15.79,16.17,10.73,3.33,4.79,2.58,0.17,0.59,0.42,0.08,0.21,0.17,26.1,25.39,15.4,3.22,4.41,2.85,15.81,14.7,8.72,2.06,2.79,1.72,0.02,0,0.02,0.02,0.04,0.02,0.47,0.46,0.53,0.81,0.83,0.81,25,3.87,28.26,93.02,96.95,64.1,-9.407947822,-23.95238365,-7.366844949,0.173659,38.45497502,-30.39117847,-0.2151996,-35.76547837,-35.80558174,-8.193657742,11.38515978,20.72218258,MAI Industry,13,ธุรกิจขนาดกลาง
SIMAT,3.84,1.98,6.4,4.3,4.62,3.78,2.98,3.4,0.27,0.1,-0.15,-0.2,-0.03,,11.48,15.68,11.47,11.4,18.19,17.6,17.4,27.98,12.71,11.16,13.21,6.69,0.14,0.39,-0.46,-0.75,1.07,0.91,3.4,2.56,-4.18,-5.77,-0.97,-0.06,1.08,0.47,0.58,0.61,0.52,0.53,19.69,6.57,-8.92,-12.42,-1.9,-0.12,6.11,2.66,-4.39,-5.96,-0.87,-0.06,0.01,0.01,,,,,1.47,1.81,1.6,1.56,1.53,1.64,2.34,8.44,,,,,8.520107365,,8.910374025,-17.4009,45.55824138,-144.0103129,-13.40436625,-136.0643399,-139.3248488,,2.287677707,,MAI Industry,13,ธุรกิจขนาดกลาง
STAR,1.27,1.03,1.12,3.16,2.78,6.5,4.1,7.4,-0.21,-0.06,-0.16,-0.28,-0.75,1.31,30.16,39.51,37.13,37.59,40.38,1.23,32.18,32.04,33.93,34.68,46.39,44.97,-0.6,4.06,-1.15,-0.49,-0.11,0.04,-22.58,-5.21,-13.62,-34.51,-108.75,251.01,0.52,0.59,0.81,6.91,-2.9,0.09,-11.47,-3.08,-9.57,-36.77,-36.77,-36.77,-6.27,-1.49,-4.1,-9.07,-36.61,48.06,,,,,,,1.87,1.86,1.34,0.15,-0.27,2.08,,,,,,,31.82243403,52.75168101,-47.30911676,6.922073,15.62432291,67.32449872,-29.8229811,-203.8070812,57.39859806,,2.160656942,,MAI Industry,13,ธุรกิจขนาดกลาง
TAPAC,3.52,3,4.04,2.08,3.04,23.6,28.75,15.7,0.27,0.09,0.13,0.1,0.39,0.57,27.41,22.86,22.52,22.05,18.74,20.35,19.08,18.76,18.48,16.89,15.96,15.95,0.17,0.35,0.29,0.29,0.1,0.04,8.15,3.52,5.08,3.63,7.06,8.98,0.73,0.63,0.97,1.13,1.12,0.41,17.63,5.82,8.66,6.34,23.18,25.06,8.33,2.93,4.06,2.67,8.96,11.62,0.05,0.06,0.02,0.06,,,1.55,1.47,1.52,1.53,1.71,2.7,17.99,66.63,18.21,62.53,,,57.14599563,15.92188722,-5.780976906,-3.52018,-23.94489125,1.947848483,-11.05498383,7.281852767,6.871252916,,11.64882689,,MAI Industry,13,ธุรกิจขนาดกลาง
TMI,1.29,1.18,2.34,1.45,1.84,0.89,1.4,0.96,0.08,0.03,0,0,0.01,-0.04,26.96,28.79,28.76,28.58,32.43,29.91,,,,16.26,17.74,19.17,0.1,0.39,6.48,0.82,0.58,-0.14,7.19,2.75,-0.27,0.11,0.99,-6.29,0.29,0.36,0.47,0.35,0.21,0.3,17.97,6.06,-0.65,0.28,1.95,-11.34,9.72,3.15,-0.32,0.15,1.21,-7.27,0.03,0.01,0,0.02,0.01,0.01,0.45,0.43,0.39,0.36,0.35,0.31,44.49,50.19,-165.38,1500,85.71,-15.79,3.478281035,-186.8052203,2.100489868,,-207.3529895,-197.3515179,0.997351769,-191.206753,-194.35315,-29.43791158,-7.032280557,-181.2878398,MAI Industry,13,ธุรกิจขนาดกลาง
TNDT,5.7,5,9.95,9.3,15,11.4,10.6,7.55,0.76,0.86,0.88,0.61,0.24,0.21,31.77,32.82,27.55,26.89,26.5,28.29,10.29,9.58,11.06,12.72,10.02,9.73,0,0,0.01,0.06,0.34,0.44,22.91,23.37,18.47,14.19,7.07,6.64,0.02,0.02,0.03,0.32,0.5,0.51,21.27,20.96,18.94,12.18,4.72,4.07,18.96,18.37,16.03,8.96,2.9,2.13,0.21,0.25,0.37,0.27,0.12,0.17,3.83,4.39,4.91,5.14,5.2,5.27,27.63,29.07,42.05,44.26,50,80.95,16.21633414,-22.68190583,-2.293694693,-1.11293,231.1463611,-21.93170221,84.08922961,-28.1617423,-35.42417998,-4.138123664,6.591139168,23.98375485,MAI Industry,13,ธุรกิจขนาดกลาง
TNH,8,7.85,12.3,11,18.4,20.5,37.75,36.75,0.82,0.96,1,1.15,1.57,1.61,25.72,24.33,23.04,23.88,26.99,26.46,15.99,15.09,14.75,17.42,16.43,11.64,,0,,,,,11.11,11.93,11.39,12.25,14.95,14.9,0.04,,,,,,21.27,22.73,21.34,22.38,26.6,23.55,16.7,17.52,16.69,17.77,21.38,19.19,0.5,,,0.62,0.65,0.6,3.95,4.47,4.86,5.41,6.37,7.34,60.98,,,53.91,41.4,37.27,36.90189505,14.44647078,0.566437072,-6.15289,,6.05175418,,2.060402232,2.823364652,3.713728934,13.16269746,-9.377957895,MAI Industry,13,ธุรกิจขนาดกลาง
TRC,4.24,3.2,7.5,2.62,4.16,2.04,1.48,1.07,0.04,0.02,0.04,0.05,0.05,0.02,10.78,15.11,18,16.44,20.3,21.54,,,,,,,0.02,0.02,0.01,0.01,0.01,0.08,5.29,5.09,6.94,7.89,7.86,3.92,,0.07,0.02,0.02,0.16,0.14,26.24,11.85,16.91,15.99,11.28,3.38,9.36,5.64,9.33,8.5,6.07,1.93,0,0.01,0.01,0.01,0,,0.18,0.21,0.25,0.4,0.44,0.45,7.42,33.33,13.25,14.26,6.95,,-14.29180532,-18.31666495,14.83764522,,34.66404352,-5.857965121,,-33.63964378,-27.05788428,,20.43958398,,MAI Industry,13,ธุรกิจขนาดกลาง
TRT,5.95,6,5.6,4.9,5.7,3.9,4.06,3.06,0.1,0.58,0.16,-0.15,0.2,-0.22,19.5,26.13,23.85,18.6,26.06,20.7,16.67,13.4,13.66,17.69,16.6,17,0.81,0.17,0.57,-1.87,0.41,-1.56,1.54,7.05,2.26,-2.07,2.41,-2.81,0.96,0.74,0.82,0.83,1.45,1.4,2.83,16.08,4.08,-4.07,5.51,-6.31,1.33,6.96,1.84,-1.62,1.93,-2.13,0.01,0.19,0.1,0.05,0.13,0.13,3.33,3.84,3.81,3.53,3.68,3.39,10.1,32.76,62.5,-33.33,65,-59.09,-7.51422149,-217.0804913,1.203572448,0.392822,-213.8946397,-212.7743712,7.723551766,-217.3734572,-209.9584646,66.69569945,0.389523029,-242.3770071,MAI Industry,13,ธุรกิจขนาดกลาง
UAC,8.45,9.85,7.8,7.95,7.45,5.6,6.2,4.92,0.18,0.21,0.09,0.15,0.03,0.15,23.92,17.74,11.74,17.42,21.61,21.75,,,,9.61,8.57,10.89,0.03,0.06,-3.45,0.31,0.26,0.14,14.25,13.38,5.14,6.5,1.34,6.17,0.36,0.39,0.64,1.21,1.04,1.02,21.93,16.39,5.42,9.46,1.57,8.1,15.03,9.85,2.99,4.16,0.63,3.29,0.08,0.14,0.13,0.1,0.05,0.12,1.08,1.54,1.48,1.68,1.81,1.91,46.29,66.67,149.94,66.67,166.67,80,-8.842775872,-3.34331405,-1.879667911,,39.51055708,-15.41453173,23.39260063,-18.05057566,-26.18624129,7.834140764,11.98051624,11.56407827,MAI Industry,13,ธุรกิจขนาดกลาง
UEC,3.2,2.92,4,3.2,3.76,2.76,2.6,2.24,0.44,0.36,0.37,0.15,0.07,0.02,25.76,24.46,26.45,21.19,17.99,14.69,5.93,6.63,8,10.52,9.03,7.3,,,,,,,15.41,12.54,14.16,7.7,4.32,1.64,,,,,,,16.48,12.7,12.86,5.14,2.6,0.84,13.61,10.57,11.19,4.58,2.32,0.76,0.28,0.18,0.37,0.14,0.07,0.04,2.77,2.84,2.91,2.76,2.7,2.67,63.64,50,100,93.33,100,200,-2.294705231,-46.10909661,-10.62031436,4.244616,,-36.08814246,,-44.90974182,-43.84015706,-32.23890866,-0.703035531,25.73753098,MAI Industry,13,ธุรกิจขนาดกลาง
UKEM,1,1.93,2.16,1.09,1.33,0.87,1.42,1.89,0.11,0.06,0.06,0.06,0.12,0.07,11.73,10.7,10.38,12.96,17,16.43,6.29,6.47,8.08,7.29,6.94,6.84,0.12,0.14,0.14,0.09,0.05,0.05,3.11,1.84,1.72,2.49,5.05,4.14,1.1,1.04,0.88,0.68,0.51,0.49,20.07,10.91,9.55,10.11,17.12,13.24,6.31,3.4,3.24,3.87,7.34,6.01,0.05,0.02,0.02,0.05,0.09,0.03,0.59,0.61,0.58,0.62,0.73,0.81,41.44,30.91,28.45,76.94,77.59,39.26,-5.952727036,-9.610704949,6.959969811,1.690666,-18.06879299,5.863940984,-15.066221,-7.983127141,-0.970759503,-10.57913304,6.447305674,-1.071396884,MAI Industry,13,ธุรกิจขนาดกลาง
UMS,16.3,13.8,11.9,6.2,5.7,6.95,2.7,1.63,-0.78,-1.01,-0.37,-1,-0.13,-0.18,7.6,4.13,22.49,-17.71,16.19,7.13,11.61,11.73,12.43,11.68,12.04,13.96,-0.49,-0.23,-1.06,-0.28,-3.53,-1.33,-8.41,-19.46,-13.22,-64.28,-11.96,-20.31,1.09,3.77,3.13,-2.28,0.75,2.38,-32.75,-70.51,-49.68,-49.68,-49.68,-143.98,-9.13,-15.01,-7.72,-34.66,-6.36,-10.7,,,,,,,1.94,0.93,0.56,-0.5,0.22,0.04,,,,,,,-27.83993171,12.07990841,-1.278786532,3.755383,-194.111386,-183.8472521,16.86088496,-219.1014169,-3.695713955,,-55.19360066,,MAI Industry,13,ธุรกิจขนาดกลาง
AH,16.6,10.4,20.1,14.6,13.8,9.15,16,34.5,2.74,2.05,1.14,0.97,1.7,3.66,6.59,6.88,4.17,4.91,5.94,7.26,5.99,6.81,7.67,5.95,10.42,5.1,1.21,1.26,-1.53,0.29,0.2,0.18,5.72,3.91,2.52,2.15,3.69,7.26,1.13,0.88,0.69,0.57,0.42,0.71,31.12,14.05,6.78,5.53,9.17,17.79,7.27,4.63,2.98,2.65,4.8,8.96,0.78,0.49,0.3,0.3,0.66,0.93,12.47,16.45,17.09,17.98,19.1,21.61,28.57,23.9,26.32,30.93,38.82,25.41,8.997698705,5.947870168,1.979326791,-3.16582,-31.83629022,4.914498091,-8.73742279,-10.58521364,4.273537123,3.492997182,11.62784962,-2.317057419,สินค้าอุตสาหกรรม,,ยานยนต์
AJ,31.25,14.8,15.9,9.05,8.85,5.95,11.4,12.1,0.48,-0.25,-0.62,0.01,0.3,1.11,8.07,5.67,1.91,8.04,8.59,8.99,5.93,4.99,6.21,5.39,5.02,6.09,0.24,-2.28,-0.29,0.65,0.5,0.24,3.69,-1.81,-3.86,0.06,1.75,5.9,0.17,0.79,0.96,1.09,1.09,0.89,5.45,-2.82,-7.57,0.12,3.75,13.04,3.14,-1.44,-3.14,0.05,1.45,5.2,0.15,,,0.01,0.2,0.3,8.91,8.51,7.88,7.95,8.24,8.79,31.25,,,50,66.67,27.03,-5.086360438,18.25413843,2.183982888,0.533898,0.133292817,9.85017435,39.28733058,19.03541096,10.65319178,14.8698355,-0.264754009,-2.861889636,สินค้าอุตสาหกรรม,,บรรจุภัณฑ์
