Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE,Construction,A,Annual,A,Annual,USM,Million US dollar,2014,,,,762.59
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE,Construction,A,Annual,A,Annual,USM,Million US dollar,2013,,,,709.23
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE,Construction,A,Annual,A,Annual,USM,Million US dollar,2012,,,,224.07
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE,Construction,A,Annual,A,Annual,USM,Million US dollar,2015,,,,849.99
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE,Construction,A,Annual,A,Annual,USM,Million US dollar,2017,,,,278.99
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE,Construction,A,Annual,A,Annual,USM,Million US dollar,2016,,,,517.66
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE2,Construction in the reporting economy,A,Annual,A,Annual,USM,Million US dollar,2013,,,,709.23
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE2,Construction in the reporting economy,A,Annual,A,Annual,USM,Million US dollar,2012,,,,224.07
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE2,Construction in the reporting economy,A,Annual,A,Annual,USM,Million US dollar,2014,,,,762.59
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE2,Construction in the reporting economy,A,Annual,A,Annual,USM,Million US dollar,2016,,,,517.66
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE2,Construction in the reporting economy,A,Annual,A,Annual,USM,Million US dollar,2017,,,,278.99
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SE2,Construction in the reporting economy,A,Annual,A,Annual,USM,Million US dollar,2015,,,,849.99
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SF,Insurance and pension services,A,Annual,A,Annual,USM,Million US dollar,2017,,,,1816.55
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SF,Insurance and pension services,A,Annual,A,Annual,USM,Million US dollar,2014,,,,1818.08
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SF,Insurance and pension services,A,Annual,A,Annual,USM,Million US dollar,2015,,,,1571.88
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SF,Insurance and pension services,A,Annual,A,Annual,USM,Million US dollar,2016,,,,1441.23
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SF,Insurance and pension services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,2118.3
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SF,Insurance and pension services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,2035.39
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,A,Annual,A,Annual,USM,Million US dollar,2017,,,,985.45
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,A,Annual,A,Annual,USM,Million US dollar,2015,,,,690.32
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,A,Annual,A,Annual,USM,Million US dollar,2016,,,,647.8
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,A,Annual,A,Annual,USM,Million US dollar,2014,,,,705.43
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,794.92
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,741.01
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2014,,,,3970.84
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2013,,,,4593.4
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2012,,,,3609.71
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2015,,,,4121.49
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2016,,,,3979.48
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2017,,,,4280.77
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2016,,,,555.15
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2017,,,,568.43
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2014,,,,679.33
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2013,,,,599.44
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2015,,,,612.33
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2012,,,,514.44
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,462.445
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,532.382
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2014,,,,558.456
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2015,,,,488.362
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2016,,,,436.806
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2017,,,,433.449
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,A,Annual,A,Annual,USM,Million US dollar,2017,,,,11089.51
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,A,Annual,A,Annual,USM,Million US dollar,2015,,,,10952.23
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,A,Annual,A,Annual,USM,Million US dollar,2016,,,,11887.19
Trade in commercial services,ITS_CS_AM6,Commercial services imports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,A,Annual,A,Annual,USM,Million US dollar,2014,,,,10843.96
